content,rating,author,time,votes,ip_location,movie
前半小时跟电视剧一样琐碎无趣，贾玲演的不是颓，而是疲，看得我倦，相比李焕英倒退了不少。被感动、被燃到、被励志到的不是主角乐莹的故事，而是演员贾玲的经历。,3,一切的一切,2024-02-23 12:51:20,70,广东,热辣滚烫
这也叫赢吗？有父母养着，减个肥打个拳，很难吗？胜利如果被降格成如此，人的尊严又真正在何处呢？要真想励志，就把活着有多难拍出来，一个月赚两千五房租八百然后还有钱上私教课吗？餐馆里工作半天还有精力去打拳跑步吗？这不过是一次自我感动的游戏罢了，全片亮点在于结尾的朋友圈，即他们无论做什么都不是为自己而活，而是在律令他者的目光下赢、赢、赢，乐、乐、乐。乐赢乐赢，乐就是赢，管它真赢贾赢呢？于是总要“看心情”，一水的观众自然是赢了，贾玲更是赢麻了，那谁输了呢？餐馆里的打工姐妹们，她们被这部电影侮辱了，生存本身已经很难，为何我非得那样“赢”一次才不算loser呢？为何我非得光鲜亮丽的才不算loser呢？我是自力更生的人，而不是被豢养的猪。猪瘦下来，依然是猪。,1,世纪,2024-02-17 13:48:29,145,河北,热辣滚烫
女导演就是好，拍出更多生命力旺盛的女人,5,男装女养胃一生,2024-02-11 13:48:15,322,湖南,热辣滚烫
1.支持女性创作者，尤其是真诚的女性创作者，用运动甩掉100斤肉不是一件易事。2.女性叙事既需要阳春白雪，也需要喜闻乐见。让大多数无声的普通女性，尤其是中年以上女性，看得懂、听得见、有所力量，也是一种贡献。3.女性创作者不需要完美，女性创作者可以营销、可以有野心、可以被质疑。文艺场需要女性。4.看完这部以后，更爱斐玲了，她们真的很棒。,5,甜甜甜甜甜鱼,2024-02-10 23:22:00,404,江苏,热辣滚烫
"真诚永远是最有效的必杀技！

所以写这条的短评的时候，我没有看任何人写的任何评价，因为完全不需要任何参考，我完全被贾玲打动了，在她戴着两个拳击手套🥊向着中间奋力一击的时候，我根本忍不住眼泪！我必须真诚地面对自己的内心感受。

所以对于这部电影，我根本不想聊什么镜头、剪辑、编剧、表演，因为这些在我被打动的那一刻真的不重要了。

我重新思考，电影究竟是什么？我为什么热爱电影，不就是因为有一些电影会带给我最饱满的情感释放吗？不就是因为有一些电影会让我重燃对生活的一丝丝希望吗？别人的评价不重要，我自己的心情感受最重要！

电影里的贾玲赢了一次，我还希望她在现实中再赢一次！就这么简单，因为我也想赢一次，谁不想赢一次呢？",5,连城易脆,2024-02-13 16:24:54,67,江苏,热辣滚烫
真的很单薄，但传达的感觉是对的。可惜很多人get不到，觉得里面的很多状态是没头没尾的，生硬刻意的。没有经历过习得性无助，没有感受过世界的负面，没有卡在人生的某处苦苦挣扎，又怎么能理解一个人在看似有爱的家庭里能在床上瘫十年，又怎么能理解一个人就是想赢一次，又怎么能理解她对赢的定义，又怎么能理解她初出茅庐招架无力也不肯下拳台。令我感受最鲜明的乐莹的改变，不是身材，而是身上的力量感。最后电视上她的黑历史放出来，妹妹知趣地关了，但她一点都不care了不是吗。无关女性，关乎所有忍气吞声的弱者，关乎一切被侮辱与被损害的人。确实单薄，但一切完成了蜕变的人在看上拳台之前的乐莹与过去的自己对视，能没有感觉吗？是当年再弱再可怜的自己始终残留着一丝不认输的心，才支撑了自己成长到未来，让现在的自己成为了过去的盼望,4,小ying的影,2024-02-18 14:44:03,53,安徽,热辣滚烫
玲啊，真为你骄傲，你现在真是个人物了！你看看他们破防的样子，只有真正手握权力的人才能让人那么害怕！,5,亚里士多鹅,2024-02-12 00:02:30,211,江苏,热辣滚烫
实话讲，贾0压根就不是为了塑造一个新角色而减的100斤，而是为了减100斤（营销噱头）特意去拍部“电影”罢了～看完电影谁还记得乐莹是谁？,2,浩子菌,2024-03-05 12:22:09,73,广东,热辣滚烫
电影技巧和剧本算不上好，但这份一腔孤勇燃烧自己笨拙的真诚，没法让人不被打动。,4,顾老肉,2024-04-28 09:44:28,36,浙江,热辣滚烫
好人，但不是好电影。还记得很久以前，贾玲参加《欢乐喜剧人》，她穿着不合身的红色旗袍，在舞台上炫了一整瓶啤酒，抱着西瓜吃到接近呕吐，连台下的观众都忍不住叫停。这种自毁肉体式的表演，一直是她的特长，也是藏在她憨厚外表下的敢于以刀剜肉的莽撞。为电影减重100斤，和在舞台上炫完一整瓶啤酒，其实在本质上没有任何区别。,1,康宁,2024-02-12 08:49:09,215,江西,热辣滚烫
好像没有什么共鸣，整部电影过于平淡，故事情节也很简单，像是贾玲自己送给自己减肥纪录片🥲,3,LINGYu,2024-04-23 19:47:49,45,山东,热辣滚烫
"前篇太长。从中段“夏秋冬春”开始的剧情甚至台词分镜许多都复刻《百元之恋》，比如和爸爸吃饭、雷佳音追逐、左勾拳等，而且表演、摄影包括审美各方面都粗糙许多，不像原版有细节有余味，拳击戏就更无法比了；
为数不多的几处改动：“想学打拳的理由”还是安藤樱的处理更灵动更回味无穷，热辣版本有一种想换又舍不得换的感觉；结尾“已经赢了”和“吃饭再说吧”的处理观念更当代，但下线方式借鉴了《惠子，凝视》令人难受…
另一个层面，我无法把热辣仅仅当作一部“电影”来看，因为真实世界的贾玲无疑已经成为了虚构电影的一部分，哪怕锻炼混剪在制作层面远不如日版，你在观看的时候也不可能不被点燃甚至数次飙泪。巧的是在贾玲瘦下来后，邻座男生骄傲的对女友说，“我肌肉多时也是这样”，给了这部电影一个完美注脚。贾玲全民偶像元年。",4,陆小鸟,2024-02-11 03:12:44,61,辽宁,热辣滚烫
是真的真的特别好！如果只关注贾玲瘦多少这件事，真的对这部电影太不公平了，电影的重点既不是减肥也不是拳击赛，而是讲一个普通人如何取悦自己，爱自己的故事，作为曾经从90kg到现在63kg的重生经历的我，不想说自己看的时候哭了多少次，这里面的故事，我实在太懂了！让我们成为更好的自己，期待的那个自己。大年初一看，真的值得！一定要看完彩蛋！！！！,5,朝阳区陆依萍,2024-02-10 17:33:38,127,黑龙江,热辣滚烫
好无聊好自我感动的一个故事 但贾玲好了不起,3,生酪厚乳加奶盖,2024-02-16 16:32:21,61,湖北,热辣滚烫
不是电影真的只值一星，这么打纯粹是为了拉低如今过高的分数。女性主义不该成为电影不合格的遮羞布，电影要拍好的基础上讨论其他的价值，而不是有了好的价值就强行认定它是部好的电影，不然以后大家都上价值好了，其他的随便拍拍，重要的是价值正确。,1,三千个馒头,2024-02-18 18:35:39,168,湖南,热辣滚烫
不讨论电影之外的因素，表演上只有雷佳音在演电影，别人多数在演小品，叙事上主角和配角是剥离开的，配角是客串式的，是为笑果服务而不是为剧情服务，同时频繁用BGM也是为了掩盖叙事能力的薄弱，结尾纪实花絮确实很感动人，但这是贾玲本人为了工作而努力减肥这件事儿很励志带来的感动，不是电影本身内容上带来的感动。,3,走近嗑学,2024-04-22 01:11:16,37,辽宁,热辣滚烫
"上楼的那段长镜头太棒了！跳楼的想死又死不了的悲哀又裹着笑料的包袱真的很星爷！结尾的时候我一直祈祷不要突然搞恋爱不要突然搞恋爱女主要独自美丽，不要大团圆！最后那个背影作为收场真的是画龙点睛！有一种意犹未尽但是却远远没有结束的奇妙感！因为英雄从不回头因为英雄从不为人而活，只想每次都全力以赴的赢一把！贾玲很会用真诚打动每个人她真的很会！我看到了星爷早期的影子希望她再接再厉！永远保持这份真诚！",5,錦戸太太,2024-02-11 22:13:55,205,福建,热辣滚烫
后面一直在哭，说不清是为了什么感动的，可能是看到了贾玲身上的那股生命力和韧劲，即使在寒风里我仍然感觉像春天，那么蓬勃。后面像走马灯一样回忆起一个一个场景也让我一直流泪，讨好型人格什么时候才能说出来“我不喜欢吃牛蛙”。,5,放羊去,2024-02-14 22:10:22,102,黑龙江,热辣滚烫
如果我紫砂了，这个电影会成为我两百个紫砂原因的其中之一,2,0.657,2024-02-16 02:02:42,107,广东,热辣滚烫
很燃、很感动、很敬佩贾玲，但是从电影的角度来说艺术性不高。,4,祝羽捷,2024-02-16 11:30:08,42,上海,热辣滚烫
为什么在某些人眼里除了她自己，身边其他女性就没一个好东西。只有自己是真善美，比她强的女孩都是荡妇、贪婪、嫉妒、耍心机？ 这是谁的问题？ 描绘这些多余的细节有什么意义？原作可没这么多烂事啊。,1,shizuko_,2024-02-13 00:21:41,257,河北,热辣滚烫
"影片播到杜乐莹登上拳击台比赛，双方实力悬殊，我后面的观众对着他身边的人嘀咕：你看吧，雷佳音演的那个男的肯定会出现，然后那个男的会教她怎么打，最后就反转了。我在心里大骂：你放屁，贾玲才不会这么拍！
这部片最喜欢的桥段是杜乐莹说以前有两个苹果，会把两个都给朋友，但现在只是看心情，以及“我不爱吃牛蛙”。",5,୧꒰•̀ᴗ•́꒱୨,2024-02-13 20:37:05,133,安徽,热辣滚烫
让本就暗无天日的国产电影行业雪上加霜,1,天空,2024-02-18 11:21:25,160,北京,热辣滚烫
就看黑子们都开始出来上班就知道这部电影被防爆得多严重，可是大家就是想去看贾玲瘦了一百斤长成什么样子有错吗？人类就是八卦又猎奇的动物，进了电影院大家都说好就完了！电影散场后阿姨们都在感叹太不容易了，可见只有女性理解女性。这部电影本来被评论引导地没报多大期望，但是真的完成度很高，终于看到在中国电影里不恋爱脑的女性了，单这一点就非常了不起，前半场笑点密集，后半场立意有深度，看到那么努力的贾玲，每个女性大概也都会被鼓舞，没有谁不想成为更优秀的自己，人活着就是得有梦想！,5,豚豚,2024-02-10 16:36:19,669,山东,热辣滚烫
《百元之恋》里安藤樱被KO之后，回忆镜头加上爬起来有1分钟左右；而在《热辣滚烫》里，塞下了一整首《送你一朵小红花》MV。和预想中的一样，原作被翻拍成了一个庸俗的大女主爽文故事，只是爽的比较克制，于是便可美其名曰现实主义，和原作的反成功学理念是背道而驰的。这其中最根本的问题是在原作中，拳击和日常是密切结合的，我们能看到女主日复一日随时随地挥拳，而本片中的蒙太奇则完全割裂了现实，这两部电影的时间压力是完全不一样的，所以贾玲拍出来更像是健身房广告。所有的人物设置都毫无惊喜可言，配乐更是“情绪价值拉满”。重要的不是“努力做自己人生的主人”，而是就算没有那么大的改变，只要坚持做一件事就可以了——只能说当这个剧本被贾玲拿到的时候，改编成这样就注定了。她到底是真诚还是精明？我宁愿相信前者，但我真的不知道。,2,Dear Cosmos,2024-02-11 17:50:39,68,四川,热辣滚烫
一年归来，玲姐已经在next level了，老登谋还在拍绿帽强奸戏[呲牙],5,Mia,2024-02-15 22:43:30,108,四川,热辣滚烫
不知道为什么叫《热辣滚烫》，感觉应该改名叫《贾玲的减肥vlog之顺便拍了部电影》。本来以为是春节档里笑料最满的一部，但笑料不单止稀少还特别干瘪媚俗，人物情感处理得稀里糊涂，我就特别不明白，为什么女主身边的所有人，亲朋好友们，真的就没一个有良心的存在，就这一点，你们觉得合理吗？,2,樹一,2024-02-15 04:28:30,59,河南,热辣滚烫
"贺岁档最失望的一部。
带着“改变”的外皮来老生常谈，
1、不可理喻的营销手法，一边说这不是说减肥，一边用减肥来宣传；
2、对逆袭的理解和表达都浅薄，事实因何而起，在改变的路上会真实面对什么，一概不论，只几个字就说完了？浅薄；
3、同为女性，希望表达女性觉悟的电影不至于此。",3,treeling,2024-02-17 22:55:02,62,四川,热辣滚烫
比起《百元之恋》面对的是操蛋的生活，这里人物执拗于一个关于并不强大的自我的念想的样子，有种奇妙的、惹人怜惜的拧巴。这种脆弱在拳场的击打不倒中成了最坚硬的东西。喜剧部分很自然,无评分,白石春子,2024-02-11 21:50:41,34,浙江,热辣滚烫
“趁她瘦下来找个好男人嫁了就算她赢一次”   ……“哪天去吃饭吗”“看心情吧”,5,Lynn,2024-02-15 17:58:57,113,云南,热辣滚烫
豆瓣评分这是怎么啦？演员拍电影这本身就是她的工作，剧情需要的减重有什么值得宣扬的吗？这就是演员应该做的事，她就是吃这碗饭的。铺天盖地的营销纯纯被恶心到。,1,芒格的伙伴,2024-02-24 13:05:34,139,河南,热辣滚烫
好痛啊，可是为什么没有伤口,4,马牛逼只喝可口,2024-02-10 23:08:06,125,湖南,热辣滚烫
电影本身并不太好看，节奏也有很大问题，用了大半篇幅讲如何被伤害，逆袭和减重过程就是以mv方式快速闪现，感觉人物内心变化过程有点单薄。但是比起国师那部更喜欢这部的女性视角，因为刻画的男性形象，无论是随地小便的健身教练，还是爱揩油女员工的烧烤店老板，都太过于真实了。而且女主自我实现之后也是果断拒绝了男主。最后不得不说，虽然对贾玲导演作品评价一般，但很佩服她这个人。,3,Wintermärchen,2024-02-14 20:46:39,57,北京,热辣滚烫
别恶心人了，能和安藤樱比吗？什么都敢改，百元之恋是当年选送奥斯卡的作品，贾玲运动过吗？了解过体育吗？看过国内的《千锤百炼》吗？中国有多少女孩子打了十几年的拳，知道她们现在什么状态吗？不要拿别人的信仰当娱乐！这种题材不合适拍喜剧！大傻叉！,1,kingsa,2024-02-18 13:55:55,195,内蒙古,热辣滚烫
贾玲不可以仗着自己这些年积攒的观众缘好 就这么糟蹋这个行业,1,Bryant,2024-03-06 02:40:22,114,上海,热辣滚烫
三星是给贾玲的滤镜，不明白为啥要一直小声说话。,3,自由,2024-02-17 19:36:33,99,北京,热辣滚烫
没得说，贾玲再一次打动了我。比起《你好，李焕英》，导演贾玲的拍摄技巧和镜头语言看得出明显的进步，但最重要的是她依然足够真诚，看着乐莹在片中挥汗如雨地训练，在拳台上快速地出拳，表情用力到狰狞的时候，我突然觉得贾玲好美。角色外表的前后变化在电影中并不鲜见，但多数是演员配合特效化妆的表演，贾玲是实打实来真的，她不仅为了角色减重增肌，更让自己从身到心都成为乐莹，她的眼神和拳头都充满了力量感。她又在电影里交出了100%的自己，这份心意，我感受到了。在这部电影里，拳击不是主题，减重不是主题，主题是一个善良普通人在生活中失意许久之后，迫切地想赢一次的心情。我甚至羡慕乐莹，她找到了她的赛场，为了站在台上堂堂正正地打一场，她有了改变自己的动力，重拾对生活的热情，而现实中我们大多数人都不知道该向哪里挥出这一拳。,5,李小丢,2024-02-12 19:13:30,66,辽宁,热辣滚烫
个人感觉三星 还行 但是作为一部女性主题电影 以及被众多男性朋友高调唱衰打一星 男性在抑制女性发声一直都很团结 还是觉得要打五星支持一下 支持更多的女性电影 女性导演 女性视角,5,SKAM,2024-02-21 02:02:54,95,贵州,热辣滚烫
故事逻辑在哪？被拳击教练睡了就去打拳？,1,楠楠,2024-02-22 11:07:22,136,江苏,热辣滚烫
只有讨好型人格才知道演得有多真。。。狠狠地共情了,5,阿薯,2024-02-12 16:09:11,152,山东,热辣滚烫
不觉得算一部好电影，但是能感受到真诚，足够真诚就会足够动人。最关键的一程一定只有自己陪着自己。未来路还很长，女导演女演员加油！,4,Caper,2024-02-12 15:33:01,66,四川,热辣滚烫
对比营销的“减肥片”定位 女性应该首先爱自己 才是电影真正想传达的 可惜的是 对观影的人有要求 1.有女性主义觉醒的倾向 2.共情能力强的女性  对男性而言就是一部减肥片 但对女生而言 一定要去看 感动到爆哭 是的只需要看向自己 不需要在乎谁说你可以或者不行 不要听否定的声音 想做什么就去做 你不仅仅被女性这一身份束缚。 其次那些打1星的 您硬拉120都未必拉的起来 您的脑子也就那种档次了 是破防了呗,5,Dino,2024-02-18 13:08:25,71,山东,热辣滚烫
其他演员：要拍电影了减个肥吧； 贾大导演：要减肥了拍个电影吧。,2,来自那不勒斯🧢,2024-02-11 09:19:06,190,安徽,热辣滚烫
作为电影它没那么好。但是作为人，她好棒。我好喜欢。,4,润月,2024-05-14 13:43:00,41,安徽,热辣滚烫
看到雷佳音在最后一幕出现的时候，我特别讨厌。但贾玲回应：看心情。我改变了我的看法，多么重要的一幕，比一次次的被打倒，更有力量。,4,20074##,2024-02-15 20:20:45,62,吉林,热辣滚烫
我想说，就算贾玲是为了营销才减肥一百斤，就算减重是噱头是手段，那又做错了什么？亲爱的男同志们，你行你上啊，何必装的这么高尚，承认别人优秀就这么难吗？,5,楼兰,2024-02-14 15:08:16,129,天津,热辣滚烫
没想到大年初一会为贾玲在影院里哭得稀里哗啦。想起天海佑希说，男人会背叛你，但肌肉不会。终于迎风奔跑的贾玲，一身漂亮肌肉的贾玲，笑起来酒窝太美的贾玲，在专业拳手面前毫无招架之力但坚持不结束的贾玲……或许生活就像贾玲在镜子前的哭泣，看起来没有伤，但好疼啊。再一次为贾玲的真诚打动。,4,眠去,2024-02-12 18:31:06,50,山东,热辣滚烫
真实地再现了讨好型人格的生活，无数次妥协换来的只是伤害，苦难始终会流向弱者，从现在开始触底反弹吧！对女性的刻画和理解值得多加一星,4,易骨,2024-02-12 14:30:10,74,广东,热辣滚烫
以前喜欢一个男生被拒绝了，最后一次跟他一起吃饭，我们都说了想出去留学，最后只有我去了。后来喜欢一个男生爱跳街舞，但只是他也只是刚入门。那时候我连kpop是啥都不知道，被他傻傻骗去给他和他追求的女生拍视频。现在，我已经当兼职街舞老师好几年了。亲爱的女孩们，寄托在他身上的梦想，我们自己也可以抵达啊。,5,尽可能快乐,2024-02-16 18:43:58,69,福建,热辣滚烫
这是比芭比更值得成为女性电影符号的作品。非常喜欢最后拳击赛场的高潮部分，生活一拳拳击打过来，而你沉默地扛着，生涩地回击，只要能站到最后，你就是赢家。贾玲，是个强者。女性，也可以成为强者。,5,镇河妖,2024-02-14 21:02:31,90,湖北,热辣滚烫
“没有一个人善待我，但是我自己跑起来，就能把他们全都甩到身后！”贾玲太厉害了，名利之后也不重复自己，永远挑战自己，非常感动。,5,STconstance,2024-02-10 19:39:40,395,云南,热辣滚烫
二分给贾玲的意志力 别的就不谈了,2,爱定你999,2024-02-23 02:32:30,99,广东,热辣滚烫
看电影之前我挺讨厌铺天盖地的营销，看完我觉得普通人瘦个10斤都想发朋友圈或小红书，她营销一下又怎么了。喜欢强壮且自由的女性，再快一点，强一点吧。,4,王清欢,2024-02-11 16:25:20,55,安徽,热辣滚烫
春节档比起花钱看男导yy还不如看女导拍打拳，没有好看到拍案叫绝，但事后想想，起码在电影院里的两个来小时里都是安全的，不用担心猝不及防被喂一口屎哈！,3,流浪小脂,2024-02-12 23:55:02,71,浙江,热辣滚烫
营销片，3.5亿成本，得3.3亿花在营销上，看就是浪费时间,1,哥哥熊,2024-03-05 09:58:46,109,北京,热辣滚烫
喜欢最后的改编，没有和男的一起走，说看我心情吧，然后回去的路上一个人还在打拳，而且也没讲她就回家帮忙了，她那一刻有无限的可能性，也喜欢贾玲从一开始孔洞的眼神到最后坚定的眼神的变化，特别的触动，有了很多动力。再加一个，没有磨皮，展现出贾玲瘦后脸上的褶子，还有故意露出自己的肱二头肌，腹肌这些强大的细节，真的很不错。透漏出的不是减肥变美而是强大了这种信号，真的很不错。,5,momo,2024-02-13 11:49:08,143,四川,热辣滚烫
女性导演有时是如此细腻柔软，让最后头发凌乱的背影更显出生命力来。不喜欢为了反转而直白的闪回，用他人的恶来凸显想赢的愿。但很喜欢自杀未遂，躺在地上被晨曦包围的镜头。整部电影都给我这种笨拙且真诚的感受，比大鹏那种海市蜃楼里的真善美更真，比《百元之恋》那种压抑中爆发的触底反弹更笨拙。却是无可替代的贾玲，无可替代的中国女性励志电影。,4,河影粒子,2024-02-11 20:18:27,107,黑龙江,热辣滚烫
没看过，想尽微薄之力拉低一下评分。营销过头了，不希望电影市场被这种作品侵占。,1,Addie,2024-04-10 22:20:51,93,浙江,热辣滚烫
女性导演总能拍出一些男人拍不出的东西 / 满是感动 / 就赢一次 / 最后拒绝男主好评,5,珍珠,2024-03-02 18:35:21,81,上海,热辣滚烫
贾玲的努力值得敬佩，但不可否认的是这完全就像小县城里针对女性客户的健身房办卡宣传片，贾玲就是他们的典型案例。贾玲身边的女性要不出轨要不离婚要不为了升职缺心眼，唯独贾玲通过健身房的训练不断地提升自己，从而达到更高的境界。非常模版化的主旋律鸡汤，在他人目光的规训下，个体为了生存不得不改变生活方式，在大量的“想赢一次”的口号之下，由于太过暴露目的反而让真实的内心想法被隐藏，同类型的《百元之恋》《惠子，凝视》才更像是苦苦挣扎的人应该有的状态。贾玲的表演也很怪，前期一直像没有睡醒的样子，她这个角色虽然懒但并不代表她不会拥有情绪表达的能力。贾玲的粉丝可能会比较有感触，毕竟她经常拿自己的“胖”当笑点娱乐大众，这次减肥有种让她整段演艺路线再次改道的可能性。但必须得夸的是，贾玲把小县城的烟火气捕捉得很精确。,2,高詩遠,2024-02-10 12:53:56,82,北京,热辣滚烫
还行，如果前面的动机少一点，后面拳击的部分再多一点，会好很多。贾玲能练到这地步还是挺强的，加一星。,4,絮絮,2024-02-12 21:41:14,65,江苏,热辣滚烫
前半段各种小品套路且显得拖沓，bgm煽情太用力。雨夜之窗帘焦躁包袱抖得好，之后节奏就好起来。乐莹要赢，此事与昊坤无关，这值得加一星。贾玲花十一个月魔鬼训练放了大招，雷佳音你不惭愧吗？,4,朗姐🌈,2024-02-10 17:27:51,62,广东,热辣滚烫
并不是说女性导演就是免死令牌，拍的不好就是不好,1,Quixote,2024-03-02 19:51:35,127,江苏,热辣滚烫
想不起百元之恋的具体内容了，但是记得非常清楚当时内心的震动一定比热辣滚烫要大得多。这部电影并没有触动到我的内心，大概是因为真实女性困境远比这要难要复杂的多，赢一次也确实无法改变现状。但是感谢贾玲，感谢有女性创作者，每一次激起社会讨论热度的女性创作都是好的，都是对“教父”们的嘲讽。当下，让劣币驱逐劣币，让魔法打败魔法也许是最简单的正确的路。,3,小木心熊,2024-02-15 20:45:59,56,四川,热辣滚烫
减肥 100 斤，是这个片最小的点,5,大宝,2024-02-13 22:08:19,114,辽宁,热辣滚烫
贾玲很棒，但安藤樱伟大。用真诚和肉身的努力，向演技之神挥出了一记左拳，也算是一种赢吧。,3,凹凸,2024-02-11 20:13:06,30,浙江,热辣滚烫
三星给电影 但为了贾玲我愿打五星。（评论区真的好多男的破防xs）,5,渔仔__,2024-07-15 19:42:53,68,上海,热辣滚烫
之前的她哭着说好疼，为什么看不见呢？因为她想要自己受的伤被别人看见，但是后来的她遍体鳞伤也不会再叫疼了，因为她需要的东西已经自给自足了。,5,顾怜子,2024-02-12 00:32:30,143,湖北,热辣滚烫
"已经走出电影院。排队上完了厕所。骑车到了家门口楼下。
我的眼睛还湿润着。 这是贾玲送给所有人的礼物。
送给那些所有与自我，和外界搏斗过的人的礼物。 
尤其是女人。",5,百德新街,2024-02-10 20:40:19,318,四川,热辣滚烫
不会再去看贾玲电影了，全靠营销,1,遗世独立,2024-03-02 22:08:06,134,浙江,热辣滚烫
过于失望，豆瓣7.9分这种水平…1.有些笑点拍得太刻意，让人尬。2.贾玲从始至终说话都有气无力，听着很别扭，只是虚弱。3.最主要是剧情发展突兀不自然，和男主见两面就酒后睡一起了，然后男主就输掉比赛去搬砖…女主突然就去减肥练拳。虽然最后补叙了如何众叛亲离准备自我了断的挫折。但没在镜头语言和演绎中展现出来。,2,Lydar光,2024-02-11 22:42:38,157,广东,热辣滚烫
很佩服贾玲，不管是李焕英还是这一部，你都感觉到这是她自己想拍的，这是她自己人生中的问题。她给的答案或许鸡汤，用的方式或许笨拙，但很真诚，是可以感知到的真诚。,4,方悄悄,2024-02-10 21:03:24,71,北京,热辣滚烫
玲儿从梨涡幽默甜大姐变成了三头肌野心家，真好。不仅要赢，还想用自己的方式赢。,5,murmur,2024-02-12 00:10:27,67,浙江,热辣滚烫
"女主没有通过爱情被救赎，没有从擂台上爬起来一拳反转，没有让成长的归宿变成男人，看完终于能长舒一口气，毕竟生怕下一秒屎就来了。另外结局那个回放的设计也很好。每处不见血的伤得以示人，让人恍然，原来在那个风雨交加的晚上，她终于攒够内伤不声不响地绝望了。至暗时刻与后来的新生放在一起让蜕变的张力最大化，观众的情绪也跟着主人公一起爆发出来，设计的很惊艳。
电影院散场都没人走，还说这两年为数不多的让人觉得不止于花钱图一乐的电影，结果一来豆瓣都惊了，不知道又哪里触碰到了破防人的g点…啧，臭不可闻。",5,raining,2024-02-12 14:15:01,163,内蒙古,热辣滚烫
为什么女性的觉醒一定要减肥？！为什么胖子总是伴随着邋遢呢？,3,Yoan,2024-02-17 14:43:42,66,湖北,热辣滚烫
这才是真正的爱自己。一个女人并不需要一定有一个归宿，也不是一定要改变她的性格，当她的生活有了可以坚定的事情，她有梦想，有追求的时候，就已经赢了。我真的很喜欢导演。,5,林与深,2024-02-18 22:34:49,59,湖南,热辣滚烫
有点不明白除了自我感动还有什么,1,Ichbinshaqqy,2024-02-16 01:12:20,178,山东,热辣滚烫
很多镜头都很棒，比起励志，我更喜欢用成长来作为这部电影的主旨，我看到的不是一个减肥100斤的女性，而是一个是在千奇百怪的社会中找到自我，坚定自我的女性，她从一个善良单纯却迷茫的角色，走出外面，历经社会各种复杂，慢慢摸索到自我，变得很喜欢自己。我很喜欢贾玲这部电影的结局，没有硬生生的所谓圆满，而是顺其自然，就像结尾约饭时，杜乐莹说“看心情吧”一样，很好地表达了一个人不同阶段的不同心态。,5,桃子,2024-02-16 23:58:13,72,广东,热辣滚烫
如果只能看到减肥，那人生是有多浅薄，连我妈看完都说了一句“人一生就是为了一股劲儿而活”。四星半,5,二人,2024-02-12 08:31:12,176,吉林,热辣滚烫
女性的极致意淫,1,阿毅,2024-02-21 08:34:10,128,湖南,热辣滚烫
"励志有余精彩不足。对贾玲的付出和努力致以崇高的敬业,不过也仅此而已。作为喜剧片没笑点,作为运动片不专业,作为剧情片没深度,很难给这部影片一个具体的定位。我们去看的也许只是一场贾玲的大型减肥秀,期待的只是她瘦身成功出场的那一刻,给出那一声或羡慕或欣赏的哇塞。除此之外,《要断章取义》节选自《不要断章取义》是我们更要关注的问题。",3,star_kai,2024-02-13 09:35:44,64,天津,热辣滚烫
"《热辣滚烫》不是传统意义上的鸡血片，赢了一拳不存在任何功利的意义，整场比赛过程可以用悲壮来形容。但是作为女性，我感觉到了自由和痛快。30岁的女性总是会被婚恋和生育焦虑困住，但是导演绕开了这个陷阱，让女主拥抱了肆意畅快的人生。

新的一年，希望大家都可以畅快自由的活着！",5,戏剧疯子,2024-02-27 17:34:00,77,云南,热辣滚烫
第二次被贾玲诈骗到，很无聊俗套的剧情偏要被人吹成励志，这种类型的片子太多了，但是一直要拿减肥 励志这个点来硬塞给还没去看过的观众，我只能说劝退一个是一个。,1,momozz,2024-02-11 21:35:59,313,湖南,热辣滚烫
本来想打四星，看到恶意低分的我也是醉了，满星！fuck！,5,momo,2024-02-22 02:53:53,81,江西,热辣滚烫
为贾玲鼓掌，但不鼓励这种电影。,3,Eco,2024-02-11 20:00:04,31,上海,热辣滚烫
很差的质量，很恶的宣发，很高的票房！,1,月下劈云笑一声,2024-02-11 21:44:41,285,江苏,热辣滚烫
成功的明星电影而非电影，从热搜词条上也可见一斑。总的来说是贾玲个人魅力大于剧作本身。前半段讲女主受到现实打击的时候充满各种经典性别刻板印象的小品，不懂为什么要刻画一堆女学员围着男教练尖叫，不懂为什么要搞什么姐妹阋墙，明明有更妥当的叙述方式但好像编剧习以为常用最偷懒的笑料作为剧情推动，我作为观众感到非常不适。但不可以否认的是看到后半段贾玲脱胎换骨动作敏捷出现在格斗场的时候，还是非常感动，结尾也没有狗血地走向瘦身成功就谈恋爱，而是和曾经的心上人之间来了个人生境遇的对换和比较，然后沉浸在自己的世界，在黑夜中一拳一步地走向未来。万幸万幸，女性个人奋斗的主题还是立住了。,3,染指流年1900,2024-02-16 00:18:24,39,江苏,热辣滚烫
……滥俗闺蜜梗，孩子不是自己的梗，姐们你真的……,3,momo,2024-02-10 16:36:14,181,吉林,热辣滚烫
贝尔减肥几十斤全网舔敬业，贾玲减了一百斤，都在嘲讽她只会减肥，还得反弹，肌肉是特效。不是很理解哈。这些评论好笑程度确实很适合春节档，哈哈,5,塩,2024-02-11 17:12:01,228,山东,热辣滚烫
